Judul Berita,Keyword,Sumber Berita,Tanggal Terbit,URL
JPU limpahkan berkas Delpedro dkk ke PN Jakarta Pusat,demonstrasi,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5295928/jpu-limpahkan-berkas-delpedro-dkk-ke-pn-jakarta-pusat
Maut datang seusai nekat telanjangi Bukit Tapanuli,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5299201/maut-datang-seusai-nekat-telanjangi-bukit-tapanuli
Pemkab Aceh Barat siapkan bantuan benih buat petani terdampak banjir,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5297044/pemkab-aceh-barat-siapkan-bantuan-benih-buat-petani-terdampak-banjir
Mentan/Kabapanas setujui permohonan 10 ribu ton beras Gubernur Aceh,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5294758/mentan-kabapanas-setujui-permohonan-10-ribu-ton-beras-gubernur-aceh
Pemkab: 11.010 hektare sawah di Aceh Timur terendam banjir,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5292049/pemkab-11010-hektare-sawah-di-aceh-timur-terendam-banjir
BRIN dorong peningkatan kualitas garam di NTB,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5288971/brin-dorong-peningkatan-kualitas-garam-di-ntb
Wamentan: Sukoharjo layak jadi percontohan pertanian nasional,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5283249/wamentan-sukoharjo-layak-jadi-percontohan-pertanian-nasional
TNI AU gelar panen raya tebu untuk perkuat ketahanan pangan,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/video/5282097/tni-au-gelar-panen-raya-tebu-untuk-perkuat-ketahanan-pangan
"Kerugian bencana alam di Agam capai sekitar Rp13,9 miliar",panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5276221/kerugian-bencana-alam-di-agam-capai-sekitar-rp139-miliar
Ikan Danau Maninjau mati capai delapan ton dampak hujan-angin kencang,panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5270801/ikan-danau-maninjau-mati-capai-delapan-ton-dampak-hujan-angin-kencang
"Aceh Tengah darurat bencana, 9 warga meninggal akibat banjir & longsor",panen raya,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5270529/aceh-tengah-darurat-bencana-9-warga-meninggal-akibat-banjir-longsor
"Timbulkan bau, warga tolak pembuatan TPS di Palmerah Jakbar",hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5149841/timbulkan-bau-warga-tolak-pembuatan-tps-di-palmerah-jakbar
Memperjuangkan peternak sapi lokal tembus pasar,hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5055653/memperjuangkan-peternak-sapi-lokal-tembus-pasar
Harga baru menyulam harapan di wajah petani padi,hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5028393/harga-baru-menyulam-harapan-di-wajah-petani-padi
"Sebagai Wujud Tanggung Jawab Sosial Perusahaan, WePlay Luncurkan Kegiatan Amal ""WePlay Berqurban"" di Indonesia",hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4897661/sebagai-wujud-tanggung-jawab-sosial-perusahaan-weplay-luncurkan-kegiatan-amal-weplay-berqurban-di-indonesia
PUBG Mobile ajak kreator konten bersedekah saat Idul Adha,hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4891681/pubg-mobile-ajak-kreator-konten-bersedekah-saat-idul-adha
WEGE Bantu Korban Kebakaran di Kapuk Muara dan Distribusikan Kurban Iduladha,hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4891473/wege-bantu-korban-kebakaran-di-kapuk-muara-dan-distribusikan-kurban-iduladha
JNK:103.742 kendaraan lintasi tol Ngawi-Kertosono saat libur Idul Adha,hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4889581/jnk103742-kendaraan-lintasi-tol-ngawi-kertosono-saat-libur-idul-adha
Jaktim musnahkan 130 kilogram jeroan hewan kurban tak layak konsumsi,hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4889361/jaktim-musnahkan-130-kilogram-jeroan-hewan-kurban-tak-layak-konsumsi
"Peringati Hari Raya Idul Adha 1446 H, Pegadaian salurkan ratusan hewan kurban untuk masyarakat",hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4889261/peringati-hari-raya-idul-adha-1446-h-pegadaian-salurkan-ratusan-hewan-kurban-untuk-masyarakat
Pupuk Kaltim salurkan 45 hewan kurban ke wilayah Bontang dan Fakfak,hari raya kurban,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4888309/pupuk-kaltim-salurkan-45-hewan-kurban-ke-wilayah-bontang-dan-fakfak
Pemkab Aceh Barat siapkan bantuan benih buat petani terdampak banjir,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5297044/pemkab-aceh-barat-siapkan-bantuan-benih-buat-petani-terdampak-banjir
"Apindo proyeksikan pertumbuhan ekonomi 2026 di angka 5,0-5,4 persen",hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5293453/apindo-proyeksikan-pertumbuhan-ekonomi-2026-di-angka-50-54-persen
Geliat Tanah Minangkabau menuju transisi energi hijau,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5285098/geliat-tanah-minangkabau-menuju-transisi-energi-hijau
Pelni Tanjungpinang kerahkan tiga kapal hadapi libur Natal-tahun baru,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5281853/pelni-tanjungpinang-kerahkan-tiga-kapal-hadapi-libur-natal-tahun-baru
Rangkaian hari libur nasional dan cuti bersama sepanjang tahun 2026,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5264297/rangkaian-hari-libur-nasional-dan-cuti-bersama-sepanjang-tahun-2026
Ini daftar long weekend 2026 dari Isra Mikraj hingga Natal,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5264293/ini-daftar-long-weekend-2026-dari-isra-mikraj-hingga-natal
Kapan Lebaran 2026 atau Idul Fitri 1447 H? Simak tanggalnya,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5244441/kapan-lebaran-2026-atau-idul-fitri-1447-h-simak-tanggalnya
Bulog gandeng lapas hingga Pegadaian percepat distribusi beras SPHP,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5214541/bulog-gandeng-lapas-hingga-pegadaian-percepat-distribusi-beras-sphp
Pemerintah diskon tiket pesawat hingga 14 persen pada libur panjang,hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/video/5189809/pemerintah-diskon-tiket-pesawat-hingga-14-persen-pada-libur-panjang
"Masjid Huangcheng, cerita panjang toleransi beragama di Chengdu",hari raya idul fitri,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5184925/masjid-huangcheng-cerita-panjang-toleransi-beragama-di-chengdu
"PIHPS: Harga cabai rawit Rp80.700/kg, telur ayam Rp32.650/kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5300743/pihps-harga-cabai-rawit-rp80700-kg-telur-ayam-rp32650-kg
"PIHPS: Harga cabai rawit Rp80.800/kg, telur ayam Rp32.650/kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5298640/pihps-harga-cabai-rawit-rp80800-kg-telur-ayam-rp32650-kg
"PIHPS: Harga cabai rawit Rp80.750/kg, telur ayam Rp32.550/kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5296603/pihps-harga-cabai-rawit-rp80750-kg-telur-ayam-rp32550-kg
Kemenkop dorong UMKM Banyuwangi jual produknya di Kopdes Merah Putih,Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5295850/kemenkop-dorong-umkm-banyuwangi-jual-produknya-di-kopdes-merah-putih
"PIHPS: Harga cabai rawit Rp79.350/kg, telur ayam Rp32.550/kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5294497/pihps-harga-cabai-rawit-rp79350-kg-telur-ayam-rp32550-kg
"PIHPS: Harga cabai rawit Rp74.250 per kg, telur ayam Rp32.550 per kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5292577/pihps-harga-cabai-rawit-rp74250-per-kg-telur-ayam-rp32550-per-kg
"PIHPS: Harga cabai rawit Rp72.700/kg, telur ayam Rp32.350/kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5290177/pihps-harga-cabai-rawit-rp72700-kg-telur-ayam-rp32350-kg
"PIHPS: Harga cabai rawit Rp70.500/kg, telur ayam Rp32.250/kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5288164/pihps-harga-cabai-rawit-rp70500-kg-telur-ayam-rp32250-kg
Pramono sebut harga pangan di Jakarta stabil jelang Natal-Tahun Baru,Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5286445/pramono-sebut-harga-pangan-di-jakarta-stabil-jelang-natal-tahun-baru
"PIHPS: Harga cabai rawit Rp70.200/kg, telur ayam Rp32.450/kg",Harga gula pasir,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5286184/pihps-harga-cabai-rawit-rp70200-kg-telur-ayam-rp32450-kg
Komisi VII DPR tampung aspirasi peternak soal peternakan pemerintah,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5235849/komisi-vii-dpr-tampung-aspirasi-peternak-soal-peternakan-pemerintah
Ekonomi Indonesia dinilai tunjukkan stabilitas struktural,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5221745/ekonomi-indonesia-dinilai-tunjukkan-stabilitas-struktural
"Harga daging ayam dan telur naik, Kementan pastikan sesuai harga acuan",Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5130568/harga-daging-ayam-dan-telur-naik-kementan-pastikan-sesuai-harga-acuan
Kementan pastikan langkah stabilisasi harga ayam jaga stabilitas pasar,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5121605/kementan-pastikan-langkah-stabilisasi-harga-ayam-jaga-stabilitas-pasar
Harga beras dan cabai di Jakarta turun,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5090325/harga-beras-dan-cabai-di-jakarta-turun
Harga cabai rawit merah di Jakarta turun jadi Rp40 ribu per kg,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/5088925/harga-cabai-rawit-merah-di-jakarta-turun-jadi-rp40-ribu-per-kg
INDICO DFE gandeng SMK Telkom Malang kembangkan Sensor IoT di bidang peternakan,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4932741/indico-dfe-gandeng-smk-telkom-malang-kembangkan-sensor-iot-di-bidang-peternakan
Kementan dan KPUN sinergi lindungi peternak ayam mandiri,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4841793/kementan-dan-kpun-sinergi-lindungi-peternak-ayam-mandiri
Kementan sidak pangkalan ayam di Jakarta awasi distribusi dan harga,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4841573/kementan-sidak-pangkalan-ayam-di-jakarta-awasi-distribusi-dan-harga
Kepri kembangkan peternakan ayam kurangi pasokan dari luar,Harga ayam broiler,antaranews.com,2025-12-12,https://www.antaranews.com/berita/4781057/kepri-kembangkan-peternakan-ayam-kurangi-pasokan-dari-luar
Bisnis,Harga daging,vivanews.com,6 Desember 2025 | 11:00 WIB,https://www.viva.co.id/bisnis/1866179-harga-telur-naik-lagi-ke-rp-32-350-per-kg-diikuti-daging-sapi-cek-daftar-lengkapnya
Bisnis,Harga daging,vivanews.com,2 Desember 2025 | 08:30 WIB,https://www.viva.co.id/bisnis/1865097-harga-telur-dan-daging-ayam-kembali-naik-cek-harga-komoditas-lainnya
Bisnis,Harga daging,vivanews.com,1 Desember 2025 | 10:34 WIB,https://www.viva.co.id/bisnis/1864881-harga-beras-daging-sapi-dan-telur-turun-cek-daftar-lengkap-komoditas-lainnya
Bisnis,Harga daging,vivanews.com,28 November 2025 | 10:35 WIB,https://www.viva.co.id/bisnis/1864333-harga-cabai-telur-dan-daging-ayam-turun-cek-daftar-komoditas-lainnya
Bisnis,Harga daging,vivanews.com,27 November 2025 | 11:57 WIB,https://www.viva.co.id/bisnis/1864087-harga-cabai-dan-daging-ayam-naik-cek-daftar-komoditas-pangan-lainnya
Bisnis,Harga daging,vivanews.com,26 November 2025 | 10:40 WIB,https://www.viva.co.id/bisnis/1863830-harga-telur-dan-daging-ayam-kembali-melonjak-cek-daftar-lengkap-komoditasnya
Bisnis,Harga daging,vivanews.com,25 November 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1863592-harga-telur-dan-daging-ayam-kompak-turun-cek-daftar-lengkap-komoditas-lainnya
Bisnis,Harga daging,vivanews.com,24 November 2025 | 11:30 WIB,https://www.viva.co.id/bisnis/1863361-harga-beras-turun-diikuti-daging-sapi-telur-hingga-minyak-goreng-cek-daftarnya
Bisnis,Harga daging,vivanews.com,23 November 2025 | 17:00 WIB,https://www.viva.co.id/bisnis/1863280-harga-telur-ayam-naik-diikuti-daging-sapi-cabai-hingga-bawang-cek-daftarnya
Bisnis,Harga daging,vivanews.com,21 November 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1862852-harga-telur-dan-daging-sapi-turun-drastis-cek-rincian-daftar-pangan-lainnya
Bisnis,Harga cabai,vivanews.com,8 Desember 2025 | 10:42 WIB,https://www.viva.co.id/bisnis/1866465-daftar-harga-pangan-hari-ini-cabai-rawit-merah-meroket-telur-ayam-turun
Bisnis,Harga cabai,vivanews.com,28 November 2025 | 10:35 WIB,https://www.viva.co.id/bisnis/1864333-harga-cabai-telur-dan-daging-ayam-turun-cek-daftar-komoditas-lainnya
Bisnis,Harga cabai,vivanews.com,27 November 2025 | 11:57 WIB,https://www.viva.co.id/bisnis/1864087-harga-cabai-dan-daging-ayam-naik-cek-daftar-komoditas-pangan-lainnya
Bisnis,Harga cabai,vivanews.com,23 November 2025 | 17:00 WIB,https://www.viva.co.id/bisnis/1863280-harga-telur-ayam-naik-diikuti-daging-sapi-cabai-hingga-bawang-cek-daftarnya
Bisnis,Harga cabai,vivanews.com,20 November 2025 | 10:40 WIB,https://www.viva.co.id/bisnis/1862634-harga-telur-daging-ayam-bawang-hingga-cabai-kembali-melonjak-cek-rinciannya
Bisnis,Harga cabai,vivanews.com,18 November 2025 | 11:17 WIB,https://www.viva.co.id/bisnis/1862176-harga-telur-meroket-ke-rp-36-200-per-kg-diikuti-cabai-bawang-hingga-daging-ayam
Bisnis,Harga cabai,vivanews.com,14 November 2025 | 10:44 WIB,https://www.viva.co.id/bisnis/1861364-harga-telur-ayam-anjlok-ke-rp-28-900-per-kg-daging-sapi-ikut-turun-jadi-rp-127-500-per-kg
Bisnis,Harga cabai,vivanews.com,13 November 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1861127-harga-telur-ayam-naik-lagi-ke-rp-32-050-per-kg-diikuti-minyak-goreng-curah-rp-19-500-per-liter
Bisnis,Harga cabai,vivanews.com,12 November 2025 | 15:00 WIB,https://www.viva.co.id/bisnis/1860929-harga-daging-sapi-turun-ke-rp-139-300-per-kg-diikuti-telur-ayam-jadi-rp-31-450-per-kg
Bisnis,Harga cabai,vivanews.com,11 November 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1860606-harga-telur-ayam-naik-lagi-ke-rp-31-500-per-kg-daging-sapi-rp-140-650-per-kg
Nasional,Harga beras,vivanews.com,8 Desember 2025 | 15:50 WIB,https://www.viva.co.id/berita/nasional/1866541-ramai-netizen-soroti-harga-beras-bantuan-senilai-rp-60-ribu-per-kg-kementan-buka-suara
Metro,Harga beras,vivanews.com,4 Desember 2025 | 14:38 WIB,https://www.viva.co.id/berita/metro/1865711-pramono-pastikan-harga-beras-hingga-sayuran-di-jakarta-stabil-jelang-nataru
Bisnis,Harga beras,vivanews.com,1 Desember 2025 | 10:34 WIB,https://www.viva.co.id/bisnis/1864881-harga-beras-daging-sapi-dan-telur-turun-cek-daftar-lengkap-komoditas-lainnya
Bisnis,Harga beras,vivanews.com,24 November 2025 | 11:30 WIB,https://www.viva.co.id/bisnis/1863361-harga-beras-turun-diikuti-daging-sapi-telur-hingga-minyak-goreng-cek-daftarnya
Bisnis,Harga beras,vivanews.com,13 November 2025 | 14:45 WIB,https://www.viva.co.id/bisnis/1861207-mentan-amran-jangan-politisasi-pangan-harga-beras-di-pasar-legi-solo-justru-stabil-dan-di-bawah-het
Bisnis,Harga beras,vivanews.com,13 November 2025 | 13:00 WIB,https://www.viva.co.id/bisnis/1861167-sidak-harga-beras-mentan-amran-tegaskan-sektor-pangan-jangan-dipolitisasi
Nasional,Harga beras,vivanews.com,11 November 2025 | 22:00 WIB,https://www.viva.co.id/berita/nasional/1860792-polisi-geruduk-61-pasar-di-jakarta-cuma-1-pedagang-nekat-jual-beras-diatas-het
Nasional,Harga beras,vivanews.com,10 November 2025 | 22:00 WIB,https://www.viva.co.id/berita/nasional/1860537-satgas-polda-metro-ingatkan-pedagang-tak-jual-beras-diatas-het-izin-bisa-dicabut
Nasional,Harga beras,vivanews.com,22 Oktober 2025 | 22:31 WIB,https://www.viva.co.id/berita/nasional/1856354-jangan-main-main-penimbun-kartel-hingga-spekulan-harga-beras-di-riau-bakal-ditindak
Bisnis,Harga beras,vivanews.com,20 Oktober 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1855637-harga-daging-sapi-telur-beras-cabai-hingga-minyak-goreng-turun-cek-daftarnya
Bisnis,Harga bawang merah,vivanews.com,8 Oktober 2025 | 10:14 WIB,https://www.viva.co.id/bisnis/1853131-harga-cabai-bawang-merah-beras-hingga-daging-sapi-kembali-turun-cek-daftarnya
Bisnis,Harga bawang merah,vivanews.com,22 September 2025 | 10:00 WIB,https://www.viva.co.id/bisnis/1850008-harga-cabai-anjlok-seiring-beras-bawang-merah-daging-sapi-hingga-daging-ayam
Bisnis,Harga bawang merah,vivanews.com,10 September 2025 | 11:03 WIB,https://www.viva.co.id/bisnis/1847857-harga-bawang-cabai-gula-hingga-minyak-goreng-turun-serentak-catat-daftarnya
Bisnis,Harga bawang merah,vivanews.com,1 September 2025 | 11:12 WIB,https://www.viva.co.id/bisnis/1846225-harga-bawang-dan-cabai-merah-beras-daging-dan-minyak-goreng-turun-cuma-1-bahan-pangan-yang-naik
Bisnis,Harga bawang merah,vivanews.com,28 Juli 2025 | 11:01 WIB,https://www.viva.co.id/bisnis/1839745-harga-cabai-merah-naik-meski-bawang-beras-dan-daging-sapi-turun-cek-daftarnya
Bisnis,Harga bawang merah,vivanews.com,25 Juli 2025 | 10:00 WIB,https://www.viva.co.id/bisnis/1839293-harga-bawang-merah-beras-hingga-daging-sapi-kompak-turun-cek-daftarnya
Bisnis,Harga bawang merah,vivanews.com,24 Juni 2025 | 12:06 WIB,https://www.viva.co.id/bisnis/1833614-daftar-harga-pangan-24-juni-2025-bawang-merah-hingga-cabai-rawit-naik
Bisnis,Harga bawang merah,vivanews.com,20 Juni 2025 | 12:55 WIB,https://www.viva.co.id/bisnis/1832809-daftar-harga-pangan-20-juni-2025-bawang-hingga-cabai-rawit-merah-naik
Bisnis,Harga bawang merah,vivanews.com,18 Juni 2025 | 11:26 WIB,https://www.viva.co.id/bisnis/1832237-daftar-harga-pangan-18-juni-2025-bawang-merah-hingga-daging-sapi-naik
Bisnis,Harga bawang merah,vivanews.com,16 Juni 2025 | 11:45 WIB,https://www.viva.co.id/bisnis/1831681-daftar-harga-pangan-16-juni-2025-bawang-merah-hingga-daging-sapi-naik
Bisnis,Harga minyak goreng,vivanews.com,24 November 2025 | 11:30 WIB,https://www.viva.co.id/bisnis/1863361-harga-beras-turun-diikuti-daging-sapi-telur-hingga-minyak-goreng-cek-daftarnya
Bisnis,Harga minyak goreng,vivanews.com,13 November 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1861127-harga-telur-ayam-naik-lagi-ke-rp-32-050-per-kg-diikuti-minyak-goreng-curah-rp-19-500-per-liter
Bisnis,Harga minyak goreng,vivanews.com,20 Oktober 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1855637-harga-daging-sapi-telur-beras-cabai-hingga-minyak-goreng-turun-cek-daftarnya
Bisnis,Harga minyak goreng,vivanews.com,16 Oktober 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1854888-harga-daging-sapi-beras-minyak-goreng-hingga-telur-kompak-turun-cek-daftarnya
Bisnis,Harga minyak goreng,vivanews.com,13 Oktober 2025 | 11:00 WIB,https://www.viva.co.id/bisnis/1854115-harga-beras-cabai-gula-hingga-minyak-goreng-kembali-anjlok-cek-daftarnya
Bisnis,Harga minyak goreng,vivanews.com,10 Oktober 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1853626-harga-daging-sapi-daging-ayam-beras-hingga-minyak-goreng-kompak-turun-cek-daftarnya
Bisnis,Harga minyak goreng,vivanews.com,9 Oktober 2025 | 10:44 WIB,https://www.viva.co.id/bisnis/1853385-harga-cabai-terus-anjlok-diikuti-bawang-beras-daging-ayam-hingga-minyak-goreng
Bisnis,Harga minyak goreng,vivanews.com,2 Oktober 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1851950-harga-cabai-bawang-putih-daging-ayam-hingga-minyak-goreng-turun-cek-daftarnya
Bisnis,Harga minyak goreng,vivanews.com,30 September 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1851521-harga-beras-cabai-gula-daging-sapi-hingga-minyak-goreng-kembali-anjlok-cek-daftarnya
Bisnis,Harga minyak goreng,vivanews.com,29 September 2025 | 11:44 WIB,https://www.viva.co.id/bisnis/1851343-harga-beras-cabai-bawang-putih-hingga-minyak-goreng-kompak-turun-cek-daftarnya
Bisnis,Harga telur ayam,vivanews.com,8 Desember 2025 | 10:42 WIB,https://www.viva.co.id/bisnis/1866465-daftar-harga-pangan-hari-ini-cabai-rawit-merah-meroket-telur-ayam-turun
Bisnis,Harga telur ayam,vivanews.com,6 Desember 2025 | 11:00 WIB,https://www.viva.co.id/bisnis/1866179-harga-telur-naik-lagi-ke-rp-32-350-per-kg-diikuti-daging-sapi-cek-daftar-lengkapnya
Bisnis,Harga telur ayam,vivanews.com,2 Desember 2025 | 08:30 WIB,https://www.viva.co.id/bisnis/1865097-harga-telur-dan-daging-ayam-kembali-naik-cek-harga-komoditas-lainnya
Bisnis,Harga telur ayam,vivanews.com,1 Desember 2025 | 10:34 WIB,https://www.viva.co.id/bisnis/1864881-harga-beras-daging-sapi-dan-telur-turun-cek-daftar-lengkap-komoditas-lainnya
Bisnis,Harga telur ayam,vivanews.com,28 November 2025 | 10:35 WIB,https://www.viva.co.id/bisnis/1864333-harga-cabai-telur-dan-daging-ayam-turun-cek-daftar-komoditas-lainnya
Bisnis,Harga telur ayam,vivanews.com,26 November 2025 | 10:40 WIB,https://www.viva.co.id/bisnis/1863830-harga-telur-dan-daging-ayam-kembali-melonjak-cek-daftar-lengkap-komoditasnya
Bisnis,Harga telur ayam,vivanews.com,25 November 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1863592-harga-telur-dan-daging-ayam-kompak-turun-cek-daftar-lengkap-komoditas-lainnya
Bisnis,Harga telur ayam,vivanews.com,24 November 2025 | 11:30 WIB,https://www.viva.co.id/bisnis/1863361-harga-beras-turun-diikuti-daging-sapi-telur-hingga-minyak-goreng-cek-daftarnya
Bisnis,Harga telur ayam,vivanews.com,23 November 2025 | 17:00 WIB,https://www.viva.co.id/bisnis/1863280-harga-telur-ayam-naik-diikuti-daging-sapi-cabai-hingga-bawang-cek-daftarnya
Bisnis,Harga telur ayam,vivanews.com,21 November 2025 | 10:30 WIB,https://www.viva.co.id/bisnis/1862852-harga-telur-dan-daging-sapi-turun-drastis-cek-rincian-daftar-pangan-lainnya
Bisnis,Harga kedelai,vivanews.com,13 November 2023 | 18:01 WIB,https://www.viva.co.id/bisnis/1657010-di-tengah-ingar-bingar-pemilu-perajin-tahu-di-jombang-menjerit-harga-kedelai-impor-naik
Bisnis,Harga kedelai,vivanews.com,20 Januari 2023 | 20:32 WIB,https://www.viva.co.id/bisnis/1567412-mendag-zulhas-janji-turunkan-harga-kedelai-hingga-rp-11-ribu-per-kilogram
Bisnis,Harga kedelai,vivanews.com,17 Januari 2023 | 15:17 WIB,https://www.viva.co.id/bisnis/1566220-mendag-pastikan-harga-kedelai-akan-turun-jadi-rp-12-000-dalam-dua-hari
Bisnis,Harga kedelai,vivanews.com,6 Januari 2023 | 05:01 WIB,https://www.viva.co.id/bisnis/1562708-jaga-stabilisasi-harga-dan-pasokan-pangan-bapanas-terbitkan-4-aturan-sekaligus
Bisnis,Harga kedelai,vivanews.com,28 Desember 2022 | 13:34 WIB,https://www.viva.co.id/bisnis/1559925-pemerintah-tetapkan-harga-acuan-pangan-di-tingkat-produsen-dan-konsumen-ini-daftarnya
Opini,Harga kedelai,vivanews.com,25 Desember 2022 | 12:28 WIB,https://www.viva.co.id/vstory/opini-vstory/1558874-tempe-tahu-dan-kemandirian-kedelai
Bisnis,Harga kedelai,vivanews.com,8 Desember 2022 | 13:22 WIB,https://www.viva.co.id/bisnis/1552903-mendag-zulhas-janji-harga-kedelai-paling-lambat-turun-januari-2023
Bisnis,Harga kedelai,vivanews.com,1 Desember 2022 | 13:36 WIB,https://www.viva.co.id/bisnis/1550318-stok-kedelai-tipis-dan-impor-lamban-tahu-tempe-sumbang-13-56-persen-inflasi-tinggi-november
Bisnis,Harga kedelai,vivanews.com,7 November 2022 | 18:22 WIB,https://www.viva.co.id/bisnis/1541356-mendag-zulhas-ungkap-harga-komoditas-pangan-stabil-kecuali-kedelai
Bisnis,Harga kedelai,vivanews.com,28 Oktober 2022 | 14:29 WIB,https://www.viva.co.id/bisnis/1537842-pengrajin-tahu-tempe-di-bandung-dicekik-harga-kacang-kedelai
Nasional,demonstrasi,vivanews.com,6 November 2025 | 13:00 WIB,https://www.viva.co.id/berita/nasional/1859519-9-orang-jadi-tersangka-kasus-demo-ricuh-pemakzulan-bupati-pati-aniaya-polisi-hingga-blokir-jalan
Nasional,demonstrasi,vivanews.com,4 November 2025 | 16:32 WIB,https://www.viva.co.id/berita/nasional/1859050-polri-ungkap-332-anak-terlibat-demo-mayoritas-hanya-ikut-ikutan
Nasional,demonstrasi,vivanews.com,4 November 2025 | 15:26 WIB,https://www.viva.co.id/berita/nasional/1859020-ahli-di-sidang-mkd-sebut-tidak-ada-pelanggaran-etik-sahroni-cs-penegak-hukum-justru-harus-tindak-penjarah
Nasional,demonstrasi,vivanews.com,4 November 2025 | 14:30 WIB,https://www.viva.co.id/berita/nasional/1858986-menteri-pppa-ungkap-fakta-mengejutkan-anak-dijebak-terlibat-demo-diajak-nonton-konser-hingga-pertandingan-sepak-bola
Nasional,demonstrasi,vivanews.com,3 November 2025 | 17:10 WIB,https://www.viva.co.id/berita/nasional/1858756-di-sidang-mkd-kriminolog-sebut-penjarahan-rumah-anggota-dpr-sudah-ditargetkan
International,demonstrasi,vivanews.com,21 Oktober 2025 | 13:52 WIB,https://www.viva.co.id/berita/dunia/1855956-arab-saudi-hukum-mati-pria-yang-demo-pemerintah
Nasional,demonstrasi,vivanews.com,15 Oktober 2025 | 15:26 WIB,https://www.viva.co.id/berita/nasional/1854730-pwnu-dki-minta-trans7-tayangkan-permohonan-maaf-7-hari-buntut-tayangan-ponpes-lirboyo
