Judul Berita,Keyword,Sumber Berita,Tanggal Terbit,URL
Aktivitas Seru hingga Estimasi Biaya Saat Solo Traveling ke Gili Trawangan,Harga gula pasir,Detik.com,2025-11-26,https://www.detik.com/bali/wisata/d-8229116/aktivitas-seru-hingga-estimasi-biaya-saat-solo-traveling-ke-gili-trawangan
Harga Sembako Jogja Hari Ini 26 Mei 2025: Daging Ayam dan Gula Pasir Turun,Harga gula pasir,Detik.com,2025-11-26,https://www.detik.com/jogja/bisnis/d-7933094/harga-sembako-jogja-hari-ini-26-mei-2025-daging-ayam-dan-gula-pasir-turun
Di Pasar Tradisional Harga Gula Merangkak Naik,Harga gula pasir,Detik.com,2025-11-26,https://finance.detik.com/foto-bisnis/d-6768716/di-pasar-tradisional-harga-gula-merangkak-naik
Harga Sembako Jogja Hari Ini 8 Mei 2025: Gula Pasir Rp 18 Ribuan Sekilo,Harga gula pasir,Detik.com,2025-11-26,https://www.detik.com/jogja/bisnis/d-7905350/harga-sembako-jogja-hari-ini-8-mei-2025-gula-pasir-rp-18-ribuan-sekilo
"Tambang Ilegal Ditertibkan, Harga Pasir Tasikmalaya Meroket",Harga gula pasir,Detik.com,2025-11-26,https://www.detik.com/jabar/berita/d-7948038/tambang-ilegal-ditertibkan-harga-pasir-tasikmalaya-meroket
Pemkot Mataram Cari Akar Masalah Harga Daging Ayam Tak Turun Sejak 3 Bulan,Harga ayam broiler,Detik.com,2025-11-26,https://www.detik.com/bali/nusra/d-8228735/pemkot-mataram-cari-akar-masalah-harga-daging-ayam-tak-turun-sejak-3-bulan
Transmart Full Day Sale! Ayam Broiler Diobral Murah,Harga ayam broiler,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8224286/transmart-full-day-sale-ayam-broiler-diobral-murah
"Obral Ayam Broiler Murah, Cuma di Transmart Full Day Sale",Harga ayam broiler,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8223133/obral-ayam-broiler-murah-cuma-di-transmart-full-day-sale
Banting Harga! Ayam Broiler Murah Meriah di Transmart Full Day Sale,Harga ayam broiler,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-7876791/banting-harga-ayam-broiler-murah-meriah-di-transmart-full-day-sale
Banting Harga! Beli Ayam Broiler di Transmart Full Day Sale Semurah Ini,Harga ayam broiler,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8031278/banting-harga-beli-ayam-broiler-di-transmart-full-day-sale-semurah-ini
Banting Harga! Daging Ayam Broiler di Transmart Full Day Sale Jadi Segini,Harga ayam broiler,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8020170/banting-harga-daging-ayam-broiler-di-transmart-full-day-sale-jadi-segini
"Harga Sembako Jatim 22 November 2025, Harga Telur Ayam Rp 27.968 Per Kilogram",Harga ayam broiler,Detik.com,2025-11-26,https://www.detik.com/jatim/bisnis/d-8223080/harga-sembako-jatim-22-november-2025-harga-telur-ayam-rp-27-968-per-kilogram
Mendag Wanti-wanti Harga Ayam hingga Cabai Naik saat Nataru,Harga ayam broiler,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8222291/mendag-wanti-wanti-harga-ayam-hingga-cabai-naik-saat-nataru
"Harga Sembako Jatim Hari Ini: Cabai Keriting-Rawit Naik, Bawang Merah Turun",Harga ayam broiler,Detik.com,2025-11-26,https://www.detik.com/jatim/bisnis/d-8229067/harga-sembako-jatim-hari-ini-cabai-keriting-rawit-naik-bawang-merah-turun
Ayam Broiler Banting Harga di Transmart Full Day Sale,Harga ayam broiler,Detik.com,2025-11-26,https://finance.detik.com/berita-ekonomi-bisnis/d-8166336/ayam-broiler-banting-harga-di-transmart-full-day-sale
